iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
"1","Brevo","Get a list's details","GET","https://api.brevo.com/v3/contacts/lists/26","OK","200","317","286","Response status code is 200, Verify the id parsed is what's returned in the response, Response time is less than 500ms, Response has a valid content type, Verify total blacklisted is zero, Verify createdAt is not empty",,,"6","6","0","0"
"1","Brevo","Update a list","PUT","https://api.brevo.com/v3/contacts/lists/26","No Content","204","354","0","Status code is 204, Verify Date is present in the response header, Response time is less than 500ms",,,"3","3","0","0"
"1","Brevo","Delete a list","DELETE","https://api.brevo.com/v3/contacts/lists/26","No Content","204","789","0","Status code is 204, Verify Date is present in the response header","Response time is less than 500ms",,"3","2","1","0"
"1","Brevo","Get all folders","GET","https://api.brevo.com/v3/contacts/folders?limit=10&offset=0&sort=desc","OK","200","411","510","Status code is 200, Response includes folders array, Each folder has an id, name, totalBlacklisted, totalSubscribers, and uniqueSubscribers, Response includes count property, Response time is less than 1000ms, Id is unique for each response",,,"6","6","0","0"
"1","Brevo","Create a folder","POST","https://api.brevo.com/v3/contacts/folders","Created","201","332","9","Status code is 201, Response has the required field 'id', Id is a non-negative integer, Response time is less than 500ms",,,"4","4","0","0"
"1","Brevo","Returns a folder's details","GET","https://api.brevo.com/v3/contacts/folders/25","OK","200","289","96","Response status code is 200, Id is a non-negative integer, Name is a non-empty string, Total blacklisted subscribers is a non-negative integer, Total subscribers is a non-negative integer, totalSubscribers is a total of totalBlacklisted and uniqueSubscribers",,,"6","6","0","0"
"1","Brevo","Update a folder","PUT","https://api.brevo.com/v3/contacts/folders/25","No Content","204","309","0","Status code is 204, Verify Date is present in the response header, Response time is less than 500ms",,,"3","3","0","0"
"1","Brevo","Delete a folder (and all its lists)","DELETE","https://api.brevo.com/v3/contacts/folders/25","No Content","204","1275","0","Status code is 204, Verify Date is present in the response header","Response time is less than 500ms",,"3","2","1","0"
"1","Brevo","Get all folders after deletion","GET","https://api.brevo.com/v3/contacts/folders?limit=10&offset=0&sort=desc","OK","200","320","510","Status code is 200, Response includes folders array, Each folder has an id, name, totalBlacklisted, totalSubscribers, and uniqueSubscribers, Response includes count property, Response time is less than 1000ms, Id is unique for each response",,,"6","6","0","0"
"1","Brevo","Get lists in a folder","GET","https://api.brevo.com/v3/contacts/folders/27/lists?limit=10&offset=0&sort=desc","OK","200","294","2",,,,"0","0","0","0"
"1","Brevo","List all attributes","GET","https://api.brevo.com/v3/contacts/attributes","OK","200","354","549",,,,"0","0","0","0"
"1","Brevo","Update contact attribute","PUT","https://api.brevo.com/v3/contacts/attributes/global/Name","Bad Request","400","229","93",,,,"0","0","0","0"
"1","Brevo","Create contact attribute","POST","https://api.brevo.com/v3/contacts/attributes/global/Country","Bad Request","400","347","93",,,,"0","0","0","0"
"1","Brevo","Delete an attribute","DELETE","https://api.brevo.com/v3/contacts/attributes/global/Country","Not Found","404","409","61",,,,"0","0","0","0"
"1","Brevo","Get all webhooks","GET","https://api.brevo.com/v3/webhooks?type=transactional&sort=desc","Not Found","404","331","71",,,,"0","0","0","0"
"1","Brevo","Create a webhook","POST","https://api.brevo.com/v3/webhooks","Bad Request","400","284","68",,,,"0","0","0","0"
"1","Brevo","Get a webhook details","GET","https://api.brevo.com/v3/webhooks/133","Not Found","404","291","67",,,,"0","0","0","0"
"1","Brevo","Update a webhook","PUT","https://api.brevo.com/v3/webhooks/1333","Not Found","404","304","62",,,,"0","0","0","0"
"1","Brevo","Delete a webhook","DELETE","https://api.brevo.com/v3/webhooks/133","Not Found","404","407","62",,,,"0","0","0","0"
"1","Brevo","Add Email and/or SMS credits to a specific child account","POST","https://api.brevo.com/v3/reseller/children/:childIdentifier/credits/add","Forbidden","403","341","83",,,,"0","0","0","0"
"1","Brevo","Remove Email and/or SMS credits from a specific child account","POST","https://api.brevo.com/v3/reseller/children/:childIdentifier/credits/remove","Forbidden","403","344","83",,,,"0","0","0","0"
"1","Brevo","Associate a dedicated IP to the child","POST","https://api.brevo.com/v3/reseller/children/:childIdentifier/ips/associate","Forbidden","403","244","83",,,,"0","0","0","0"
"1","Brevo","Dissociate a dedicated IP to the child","POST","https://api.brevo.com/v3/reseller/children/:childIdentifier/ips/dissociate","Forbidden","403","358","83",,,,"0","0","0","0"
"1","Brevo","Get all sender domains for a specific child account","GET","https://api.brevo.com/v3/reseller/children/:childIdentifier/domains","Forbidden","403","223","83",,,,"0","0","0","0"
"1","Brevo","Create a domain for a child account","POST","https://api.brevo.com/v3/reseller/children/:childIdentifier/domains","Forbidden","403","246","83",,,,"0","0","0","0"
"1","Brevo","Update the sender domain of reseller's child based on the childIdentifier and domainName passed","PUT","https://api.brevo.com/v3/reseller/children/:childIdentifier/domains/:domainName","Forbidden","403","345","83",,,,"0","0","0","0"
"1","Brevo","Delete the sender domain of the reseller child based on the childIdentifier and domainName passed","DELETE","https://api.brevo.com/v3/reseller/children/:childIdentifier/domains/:domainName","Forbidden","403","404","83",,,,"0","0","0","0"
"1","Brevo","Get a child account's details","GET","https://api.brevo.com/v3/reseller/children/:childIdentifier","Forbidden","403","389","83",,,,"0","0","0","0"
"1","Brevo","Update info of reseller's child based on the child identifier supplied","PUT","https://api.brevo.com/v3/reseller/children/:childIdentifier","Forbidden","403","320","83",,,,"0","0","0","0"
"1","Brevo","Delete a single reseller child based on the child identifier supplied","DELETE","https://api.brevo.com/v3/reseller/children/:childIdentifier","Forbidden","403","281","83",,,,"0","0","0","0"
"1","Brevo","Update info of reseller's child account status based on the identifier supplied","PUT","https://api.brevo.com/v3/reseller/children/:childIdentifier/accountStatus","Forbidden","403","273","83",,,,"0","0","0","0"
"1","Brevo","Get the status of a reseller's child account creation, whether it is successfully created (exists) or not based on the childIdentifier supplied","GET","https://api.brevo.com/v3/reseller/children/:childIdentifier/accountCreationStatus","Forbidden","403","356","83",,,,"0","0","0","0"
"1","Brevo","Get session token to access Sendinblue (SSO)","GET","https://api.brevo.com/v3/reseller/children/:childIdentifier/auth","Forbidden","403","223","83",,,,"0","0","0","0"
"1","Brevo","Get the list of all children accounts","GET","https://api.brevo.com/v3/reseller/children?limit=10&offset=0","Forbidden","403","360","83",,,,"0","0","0","0"
"1","Brevo","Creates a reseller child","POST","https://api.brevo.com/v3/reseller/children","Forbidden","403","843","83",,,,"0","0","0","0"
"1","Brevo","Return all the processes for your account","GET","https://api.brevo.com/v3/processes?limit=10&offset=0&sort=desc","OK","200","286","659",,,,"0","0","0","0"
"1","Brevo","Return the informations for a process","GET","https://api.brevo.com/v3/processes/133","Not Found","404","259","61",,,,"0","0","0","0"
"1","Brevo","Get the details of requested master account","GET","https://api.brevo.com/v3/corporate/masterAccount","Forbidden","403","225","81",,,,"0","0","0","0"
"1","Brevo","Get the list of all the sub-accounts of the master account.","GET","https://api.brevo.com/v3/corporate/subAccount?offset=&limit=","Forbidden","403","192","81",,,,"0","0","0","0"
"1","Brevo","Create a new sub-account under a master account.","POST","https://api.brevo.com/v3/corporate/subAccount","Forbidden","403","213","81",,,,"0","0","0","0"
"1","Brevo","Generate SSO token to access Sendinblue","POST","https://api.brevo.com/v3/corporate/subAccount/ssoToken","Forbidden","403","258","81",,,,"0","0","0","0"
"1","Brevo","Get sub-account details","GET","https://api.brevo.com/v3/corporate/subAccount/133","Forbidden","403","205","81",,,,"0","0","0","0"
"1","Brevo","Delete a sub-account","DELETE","https://api.brevo.com/v3/corporate/subAccount/133","Forbidden","403","285","81",,,,"0","0","0","0"
"1","Brevo","Update sub-account plan","PUT","https://api.brevo.com/v3/corporate/subAccount/133/plan","Forbidden","403","207","81",,,,"0","0","0","0"
"1","Brevo","Get your account information, plan and credits details","GET","https://api.brevo.com/v3/account","OK","200","293","1179",,,,"0","0","0","0"
"1","Brevo","Get the list of all your senders","GET","https://api.brevo.com/v3/senders?ip=&domain=","OK","200","406","201",,,,"0","0","0","0"
"1","Brevo","Create a new sender","POST","https://api.brevo.com/v3/senders","Bad Request","400","720","28",,,,"0","0","0","0"
"1","Brevo","Get all the dedicated IPs for your account","GET","https://api.brevo.com/v3/senders/ips","OK","200","316","10",,,,"0","0","0","0"
"1","Brevo","Update a sender","PUT","https://api.brevo.com/v3/senders/133","Not Found","404","575","66",,,,"0","0","0","0"
"1","Brevo","Delete a sender","DELETE","https://api.brevo.com/v3/senders/133","Not Found","404","346","66",,,,"0","0","0","0"
"1","Brevo","Get all the dedicated IPs for a sender","GET","https://api.brevo.com/v3/senders/133/ips","Not Found","404","347","66",,,,"0","0","0","0"
"1","Brevo","Get the list of all your domains","GET","https://api.brevo.com/v3/senders/domains","OK","200","307","57",,,,"0","0","0","0"
"1","Brevo","Create a new domain","POST","https://api.brevo.com/v3/senders/domains?name=","OK","200","555","595",,,,"0","0","0","0"
"1","Brevo","Delete a domain","DELETE","https://api.brevo.com/v3/senders/domains/myfirstcompany.com","OK","200","310","4",,,,"0","0","0","0"
"1","Brevo","Validate domain configuration","GET","https://api.sendinblue.com/v3/senders/domains/mynewcompany.com","Not Found","404","744","63",,,,"0","0","0","0"
"1","Brevo","Authenticate a domain","PUT","https://api.brevo.com/v3/senders/domains/mynewcompany.com/authenticate","Not Found","404","330","63",,,,"0","0","0","0"
"1","Brevo","Get the list of all your users","GET","https://api.brevo.com/v3/organization/invited/users","OK","200","365","179",,,,"0","0","0","0"
"1","Brevo","Check user permission","GET","https://api.brevo.com/v3/organization/user/:email/permissions","Bad Request","400","679","48",,,,"0","0","0","0"
"1","Brevo","Revoke user permission","PUT","https://api.brevo.com/v3/organization/user/invitation/revoke/:email","Bad Request","400","321","54",,,,"0","0","0","0"
"1","Brevo","Resend / Cancel invitation","PUT","https://api.brevo.com/v3/organization/user/invitation/:action/:email","Not Found","404","265","65",,,,"0","0","0","0"
"1","Brevo","Send invitation to user","POST","https://api.brevo.com/v3/organization/user/invitation/send","Bad Request","400","441","83",,,,"0","0","0","0"
